Grant	ADJqua_grant
fu	VERcjg_estre
la	DETdef_le
ioie	NOMcom_joie|joöe
ce	PROdem_ce
dit	VERcjg_dire
li	DETdef_le
contes	NOMcom_conte
que	PROrel_que
l'	PROper_il
en	PROadv_en
fist	VERcjg_faire|feire|fere
de	PRE_de
Lanceloht	NOMpro_Lanceloht
a	PRE_a
Acaron	NOMpro_Acaron
le	DETdef_le
Tenebrox	NOMcom_Tenebrox
la	DETdef_lö
ou	PROrel_o|oö
il	PROper_il
conquist	VERcjg_conquerre
Grans	ADJqua_grant
fu	VERcjg_estre
l'	DETdef_le
ouneurs	NOMcom_ouneurs
et	CONcoo_et
la	DETdef_le
joie	NOMcom_joie|joöe
ke	PROrel_que
on	PROind_on
fist	VERcjg_faire|feire|fere
a	PRE_a
Lancelot	NOMpro_Lancelot
a	PRE_a
Escalon	NOMpro_Escalon
le	DETdef_le
Tenebreus	NOMcom_Tenebreus
la	DETdef_lö
ou	PROrel_o|oö
il	PROper_il
conquist	VERcjg_conquerre
Or	ADVgen_or
dist	VERcjg_dire
li	DETdef_le
contes	NOMcom_conte
que	CONsub_que
grans	ADJqua_grant
fu	VERcjg_estre
la	DETdef_le
joie	NOMcom_joie|joöe
et	CONcoo_et
l'	DETdef_le
onors	NOMcom_onor
que	PROrel_que
l'	PROper_il
en	PROadv_en
fist	VERcjg_faire|feire|fere
a	PRE_a
Lancelot	NOMpro_Lancelot
a	PRE_a
Escalon	NOMpro_Escalon
ou	PROrel_o|oö
il	PROper_il
conquist	VERcjg_conquerre
